Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,split,metadata_csv,label,media_path,media_folder,wav_path
5572,What?,Joey,surprise,negative,561,4,1,5,"0:18:06,968","0:18:07,599",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/e07a540b772a6ff4dbaf9c8687e00cf6.wav
5573,Hello! Were we at the same table? It's like... cocktails in Appalachia.,Monica,anger,negative,561,5,1,5,"00:18:07,795","00:18:13,007",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt5.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/1763e396f2fbd2c560578aa9f5042c88.wav
5574,"Come on, they're close.",Joey,neutral,neutral,561,6,1,5,"0:18:17,513","0:18:18,605",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt6.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/dad41f6cdc5261f49b9cc2a7467a1eb1.wav
5575,Close? She's got her tongue in his ear.,Monica,disgust,negative,561,7,1,5,"0:18:18,605","0:18:21,738",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,disgust,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt7.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2977080e9a3db90dc25611cb78ffb915.wav
5576,"Oh, like you've never gotten a little rambunctious with Ross.",Joey,neutral,neutral,561,8,1,5,"00:18:22,476","00:18:26,479",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt8.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/86f8ec31a182ad2d86bd6fae2fd1a0e5.wav
5577,"Joey, this is sick, it's disgusting, it's, it'snot really true, is it?",Monica,disgust,negative,561,9,1,5,"00:18:27,689","00:18:33,903",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,disgust,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt9.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/de0ffca3ce2a10cae75a8b550fc206d3.wav
5578,"Well, who's to say what's true? I mean...",Joey,neutral,neutral,561,10,1,5,"00:18:34,154","00:18:39,951",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt10.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/1fc4e1f91252092a60be7be11de585f0.wav
5579,"Oh my god, what were you thinking?",Monica,disgust,negative,561,11,1,5,"00:18:36,073","00:18:41,619",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,disgust,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt11.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/9221e9a3cc82fb9ca61e0c4488fa9659.wav
5580,"All right, look, I'm not proud of this, ok? Well, maybe I am a little.",Joey,neutral,neutral,561,12,1,5,"00:18:37,407","00:18:43,496",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt12.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/bbcdbc119649b7736293975aa8cc3873.wav
5581,Oh!,Monica,surprise,negative,561,13,1,5,"0:18:41,829","0:18:42,211",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt13.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/e57e4ced3a9fec4fe382c73543de6f99.wav
5582,Ow!,Joey,surprise,negative,561,14,1,5,"0:18:42,211","0:18:43,558",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt14.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/bdb8edafddf8c1c69a123b0eefe9f6b6.wav
5583,I'm outta here.,Monica,disgust,negative,561,15,1,5,"00:18:43,705","00:18:45,581",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,disgust,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt15.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/daddac027bd222066dd81c5c8c5fca91.wav
5584,"Wait, wait, wait. You want him, I want her. He likes you.",Joey,neutral,neutral,561,16,1,5,"00:18:45,791","00:18:52,004",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt16.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/4ea3a388a36709315c9226f65774819b.wav
5585,Really?,Monica,surprise,positive,561,17,1,5,"00:18:50,129","00:18:52,004",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt17.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/70b1945e2dec44d515a1104e996aa400.wav
5586,"Yeah. I'm thinking, if we put our heads together, between the two of us, we can break them up.",Joey,neutral,neutral,561,18,1,5,"00:18:52,256","00:18:58,261",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia561_utt18.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/44c5c9d17c1d1ada1d8f5c2ee3840ce9.wav
5587,Hello! One marriage please!,Chandler,joy,positive,562,0,5,24,"00:20:36,526","00:20:38,736",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/3f0a3062707c81b31d6af0ba04bd857c.wav
5588,"Yep, we wanna get married!",Monica,joy,positive,562,1,5,24,"00:20:38,987","00:20:40,404",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/c28a67187921e25bc3816a6daa987938.wav
5589,All right.,Monica,neutral,neutral,562,2,5,24,"00:20:43,784","00:20:45,117",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/8a146143a583a7c6a927f7ac955306cd.wav
5590,Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum!,Chandler,joy,positive,562,3,5,24,"00:20:47,871","00:20:49,205",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/7e6f764098ca20dfb13f2347afcc4686.wav
5591,What are you doing?,Monica,neutral,neutral,562,4,5,24,"00:20:54,002","00:20:55,253",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/5a070760f84bc1899e56ae06319752a9.wav
5592,"Oh, that's",Chandler,neutral,neutral,562,5,5,24,"00:20:55,504","00:20:58,005",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt5.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/caedc6e74eb192ebef4b52a78450a711.wav
5593,"No, only because that's the graduation song.",Monica,neutral,neutral,562,6,5,24,"00:20:58,215","00:21:00,091",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt6.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/21a492f054706a7321d9af41ac70e26a.wav
5594,Okay!  This is it!  We're gonna get married!,Chandler,joy,positive,562,7,5,24,"00:21:04,763","00:21:09,267",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt7.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/d8f2e39b7f7fa7a62f39c75b80cf47d4.wav
5595,Are you sure you wanna do this?,Monica,neutral,neutral,562,8,5,24,"00:21:09,476","00:21:11,060",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt8.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/ed102346e369486afa7b57134aa3cca4.wav
5596,"Well, hello, Mrs. Ross!",Ross,joy,positive,562,9,5,24,"00:21:16,733","00:21:18,985",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt9.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/d1888754aa68efdd3ae25bc40370af04.wav
5597,"Well, hello, Mr. Rachel!",Rachel,joy,positive,562,10,5,24,"00:21:19,236","00:21:22,321",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt10.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/ab4a94ae384b257bdc548e354b01ae0a.wav
5598,Wait!  Okay!,Rachel,neutral,neutral,562,11,5,24,"00:21:24,491","00:21:26,284",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia562_utt11.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/a77dd80521a9b6034ac6865420362c2e.wav
5599,Would you ever be a surrogate for anyone?,Monica,neutral,neutral,563,0,4,11,"00:21:31,248","00:21:32,999",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia563_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/49ba976c6e1db362f0bf88f7c2fa85d1.wav
5600,It depends on who asked.,Rachel,neutral,neutral,563,1,4,11,"00:21:33,458","00:21:34,709",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia563_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/cd4d831065cd7db201494cde232443c7.wav
5601,What if I asked?,Monica,neutral,neutral,563,2,4,11,"00:21:35,502","00:21:36,627",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia563_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/af37c238ca921c871789a2c6b301726a.wav
5602,"Oh, Mon, sure.",Rachel,neutral,neutral,563,3,4,11,"00:21:37,296","00:21:39,463",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia563_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/542b51bef80df1cafeea8750125b4f78.wav
5603,Really?,Monica,surprise,positive,563,4,4,11,"00:21:39,673","00:21:41,924",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia563_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/5ba311d225909b59572a4e5e0f1b0a3e.wav
5604,Yes.  Youre not asking are you?,Rachel,surprise,positive,563,5,4,11,"0:21:45,679","0:21:47,281",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia563_utt5.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/8db514e993ebb92064e53de08c250166.wav
5605,No.,Monica,neutral,neutral,563,6,4,11,"0:21:47,281","0:21:47,856",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia563_utt6.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/26fb7979e0caba4235de9b8527084350.wav
5606,Yes! Totally!,Rachel,joy,positive,563,7,4,11,"00:21:48,432","00:21:50,182",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia563_utt7.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/bf47deb51c9053070dd3d674c2708125.wav
5607,Oh! Thank you! Thank you! Thank you! Yes! Thank you!,Kathy,joy,positive,563,8,4,11,"00:21:54,396","00:22:00,693",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia563_utt8.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/87ff0b2c3b430f8cf1eadc4b4e90b60c.wav
5608,"Youarenot going to believe it! Joshua came into work today, and guess what happened?",Rachel,joy,positive,564,0,4,15,"00:13:17,463","00:13:21,925",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/599e1d52c0683ba989e21f31afb958b7.wav
5609,He asked you out?!,Monica,surprise,positive,564,1,4,15,"00:13:22,092","00:13:23,551",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2283530daa7375e833d2a0c0166adcc9.wav
5610,No. But I was showing him some cufflinks and I felt his pulse.,Rachel,joy,positive,564,2,4,15,"00:13:23,719","00:13:27,639",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/06c4a8eb7050a039cba94f438bcef1f5.wav
5611,Saucy!,Monica,joy,positive,564,3,4,15,"00:13:29,642","00:13:31,518",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/e4aeee8b46ab8e7adc854f9b234f0237.wav
5612,What are these?,Rachel,neutral,neutral,564,4,4,15,"0:13:32,436","0:13:33,398",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2789c15501e03fbdd262acb67f240e8e.wav
5613,Electrical plans for the building.,Monica,neutral,neutral,564,5,4,15,"0:13:33,398","0:13:36,277",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt5.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/8e94a2d53ac6ed970939de800feef4d3.wav
5614,"Okay, okay, okay should I be scared?",Rachel,fear,negative,564,6,4,15,"00:13:37,566","00:13:40,109",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,fear,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt6.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/4f3319d977e046b0b12795e031c1a9ca.wav
5615,"I know that switch does something, okay?",Monica,neutral,neutral,564,7,4,15,"0:13:40,277","0:13:42,488",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt7.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/996c367ae7c4853c9ba6d8422b468a3c.wav
5616,So-so I went down to city hall and got these.,Monica,neutral,neutral,564,8,4,15,"0:13:42,488","0:13:44,298",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt8.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/21152555e605c62baceb4ba93dae011c.wav
5617,All I had to do was pay $25 and wait in line for three hours.,Monica,sadness,negative,564,9,4,15,"00:13:44,406","00:13:47,200",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,sadness,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt9.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/5ffd097f6144aa3bda51b95c0ba7c55c.wav
5618,Wow! If only more people knew.,Rachel,surprise,positive,564,10,4,15,"00:13:48,661","00:13:50,829",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia564_utt10.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/21de05b0463ec751bbe036ee24f7f4b9.wav
5619,Uh-oh-okay. Uh-oh-okay. I know what you all are thinking. But Chandler is in,Janice,neutral,neutral,565,0,5,12,"00:10:33,257","00:10:37,177",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia565_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/350d17540dd3ebea575257784f1e8e2d.wav
5620,Yeah! No that's what I was thinking.,Rachel,neutral,neutral,565,1,5,12,"00:10:42,391","00:10:44,476",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia565_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/a2f5ea3650aa48817a3ee97aaf1f2c01.wav
5621,"So I'm asking you please, take a moment before you judge me.",Janice,neutral,neutral,565,2,5,12,"00:10:46,520","00:10:50,857",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia565_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/623141dd17ae63c6fcbd284a7c1acc97.wav
5622,"Oh, nobody's judging you.",Phoebe,neutral,neutral,565,3,5,12,"00:10:51,025","00:10:52,359",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia565_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/602373de4b3156cc5b758090fe8f2f80.wav
5623,"Oh! Okay!  You, Mister Right Place at the Right Time, call me!",Janice,joy,positive,565,4,5,12,"00:10:53,361","00:11:01,701",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia565_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/f37f1542ba7c0b852aaff75d00bf6810.wav
5624,Oh man!,Ross,surprise,negative,566,0,5,14,"0:09:02,166","0:09:03,258",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia566_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/6543260953acba89ed85ad800b6046c9.wav
5625,I want that place so much!!,Ross,joy,positive,566,1,5,14,"0:09:03,258","0:09:05,260",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia566_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/31b01c816be602c286edc305e795beb6.wav
5626,I was so sure that was gonna work!,Ross,sadness,negative,567,0,5,12,"00:09:05,419","00:09:08,129",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,sadness,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia567_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/d3f69c1c09181654b579a464d63fdfbd.wav
5627,There's twelve bucks I'll never see again!,Ross,disgust,negative,568,0,5,14,"00:09:08,381","00:09:11,466",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,disgust,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia568_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/390b40ba6ba0c373ee2cedf6f0314cdc.wav
5628,"All right honey, we'd better go if we wanna catch that movie.",Rachel,neutral,neutral,568,1,5,14,"00:09:12,343","00:09:14,761",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia568_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/d1790fb3850f3b1aa72ce30ecd6c11a7.wav
5629,Bye!,Monica,neutral,neutral,568,2,5,14,"0:09:15,596","0:09:16,389",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia568_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/6cb5e90c5065fd56d39350f55cb2beab.wav
5630,Bye!,All,neutral,neutral,568,3,5,14,"0:09:16,389","0:09:17,155",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia568_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/7bb78096714bcd321bba56a33da98452.wav
5631,Bye Chandler!   I miss you already.,Phoebe,sadness,negative,568,4,5,14,"00:09:15,596","00:09:20,225",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,sadness,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia568_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/6ea0f9fe50ef1e82d27b67076297bb96.wav
5632,"Okay, did you see that?! With the inappropriate and the pinching!!",Chandler,disgust,negative,568,5,5,14,"00:09:25,439","00:09:28,316",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,disgust,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia568_utt5.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/dd31eabbe1ab71490591dee555359b4c.wav
